"Sexe"	"Commune de travail"	"1996 T4"	"1997 T4"	"1998 T4"	"1999 T4"	"2000 T4"	"2001 T4"	"2002 T4"	"2003 T4"	"2004 T4"	"2005 T4"	"2006 T4"	"2007 T4"	"2008 T4"	"2009 T4"	"2010 T4"	"2011 T4"	"2012 T4"	"2013 T4"	"2014 T4"
"Sexe - Total"	"……Galmiz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gempenach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Greng"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Gurmels"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Jeuss"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kerzers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.8	4.2	8.5	9.1
"Sexe - Total"	"……Kleinbösingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lurtigen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Meyriez"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Misery-Courtion"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.8	1.7	0.8
"Sexe - Total"	"……Muntelier"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	3.4	2.5	2.5
"Sexe - Total"	"……Murten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	12.0	13.7	15.1	17.0	18.7	35.6	14.1
"Sexe - Total"	"……Ried bei Kerzers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Salvenach"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Ulmiz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Villarepos"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bas-Vully"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	12.8	1.7	18.4	23.8	28.0	3.4	4.2
"Sexe - Total"	"……Haut-Vully"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Wallenried"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Alterswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Brünisried"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Düdingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	2.6	2.5	1.7	2.5	4.2	6.6
"Sexe - Total"	"……Giffers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bösingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	1.7	1.7	0.0	1.7	0.8
"Sexe - Total"	"……Heitenried"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Oberschrot"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Plaffeien"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Plasselb"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rechthalten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……St. Antoni"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	1.7	1.7	1.7	0.8	0.8
"Sexe - Total"	"……St. Silvester"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……St. Ursen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schmitten (FR)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Tafers"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Tentlingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Ueberstorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.8	0.8	0.8
"Sexe - Total"	"……Wünnewil-Flamatt"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	1.7	4.2	10.2	10.0
"Sexe - Total"	"……Zumholz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Attalens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	1.7	1.7	1.7	0.8
"Sexe - Total"	"……Bossonnens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Châtel-Saint-Denis"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	11.1	17.9	21.8	21.2	27.2	40.6	43.2
"Sexe - Total"	"……Granges (Veveyse)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Remaufens"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	0.8
"Sexe - Total"	"……Saint-Martin (FR)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Semsales"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	1.7	2.5	0.8
"Sexe - Total"	"……Le Flon"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.0
"Sexe - Total"	"……La Verrerie"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"- Solothurn"	1139.4	1070.4	1098.9	1085.7	1174.6	1186.9	1167.2	1157.8	1201.5	1240.1	1353.9	1450.0	1446.8	1453.6	1501.5	1658.5	1740.4	1802.3	1938.7
"Sexe - Total"	"……Egerkingen"	1.9	0.9	0.9	0.9	0.9	3.8	2.8	2.8	3.6	6.0	6.0	8.6	13.7	12.8	16.8	33.1	63.7	73.6	78.1
"Sexe - Total"	"……Härkingen"	0.0	0.0	0.0	1.9	1.9	0.9	0.0	0.0	0.0	0.0	2.6	6.9	10.3	16.2	16.8	25.4	29.7	43.2	40.7
"Sexe - Total"	"……Kestenholz"	0.9	0.9	0.0	0.0	0.0	0.9	0.0	0.9	2.7	3.4	3.4	2.6	2.6	2.6	3.4	3.4	1.7	1.7	1.7
"Sexe - Total"	"……Neuendorf"	13.3	13.2	12.3	12.3	22.7	19.8	15.1	15.1	14.5	12.8	16.3	16.3	16.2	17.9	19.3	17.8	17.0	15.2	12.5
"Sexe - Total"	"……Niederbuchsiten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.5	4.2	4.2	4.2	5.0
"Sexe - Total"	"……Oberbuchsiten"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.9	0.9	0.9	1.7	3.4	3.4	1.7	1.7	2.5	2.5	1.7
"Sexe - Total"	"……Oensingen"	11.4	16.1	18.0	13.2	10.4	10.4	6.6	10.4	15.4	12.8	18.0	24.9	33.3	33.3	41.1	45.0	48.4	52.5	49.0
"Sexe - Total"	"……Wolfwil"	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.7	2.6	1.7	0.9	0.8	4.2	7.6	7.6	11.6
"Sexe - Total"	"……Aedermannsdorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.8	0.8	0.8	0.8	0.8
"Sexe - Total"	"……Balsthal"	18.0	17.0	16.1	15.1	16.1	14.2	16.0	14.1	20.8	16.2	17.1	19.8	13.7	11.9	10.9	23.8	34.0	37.2	39.0
"Sexe - Total"	"……Gänsbrunnen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Herbetswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	0.8	0.8	0.0	0.0
"Sexe - Total"	"……Holderbank (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8	0.8	1.7
"Sexe - Total"	"……Laupersdorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	2.5	1.7
"Sexe - Total"	"……Matzendorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.8	0.8	0.8	1.7	0.8
"Sexe - Total"	"……Mümliswil-Ramiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	1.7	2.5
"Sexe - Total"	"……Welschenrohr"	5.7	3.8	3.8	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Biezwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lüterkofen-Ichertswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lüterswil-Gächliwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Messen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Schnottwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Unterramsern"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lüsslingen-Nennigkofen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Buchegg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bättwil"	117.4	104.1	113.5	132.3	167.1	171.7	138.6	133.8	128.4	124.2	150.9	159.1	144.4	146.0	134.1	135.7	124.1	149.0	168.6
"Sexe - Total"	"……Büren (SO)"	5.7	4.7	3.8	0.9	0.9	1.9	3.8	7.5	9.0	9.4	7.7	9.5	10.3	9.4	8.4	8.5	10.2	7.6	6.6
"Sexe - Total"	"……Dornach"	394.9	371.0	371.6	381.8	402.2	381.2	396.9	368.3	374.3	370.8	390.1	363.8	341.0	349.9	356.3	320.7	286.4	249.7	263.3
"Sexe - Total"	"……Gempen"	9.5	8.5	6.6	6.6	7.6	10.4	9.4	11.3	12.7	14.5	17.1	23.2	20.5	23.9	29.3	31.4	31.4	37.2	45.7
"Sexe - Total"	"……Hochwald"	1.9	2.8	2.8	1.9	1.9	3.8	4.7	6.6	6.3	7.7	9.4	8.6	6.8	5.1	5.9	5.9	10.2	11.0	10.0
"Sexe - Total"	"……Hofstetten-Flüh"	162.9	160.9	156.0	152.1	157.7	145.3	143.3	139.4	126.6	115.7	115.8	122.1	125.6	109.3	114.0	138.3	137.7	98.2	88.9
"Sexe - Total"	"……Metzerlen-Mariastein"	17.0	17.0	19.9	20.8	20.8	20.8	22.6	21.7	21.7	21.3	23.2	24.1	18.8	16.2	19.3	20.4	23.8	24.5	26.6
"Sexe - Total"	"……Nuglar-St. Pantaleon"	4.7	3.8	5.7	2.8	1.9	0.9	0.0	0.9	0.0	0.0	0.0	1.7	3.4	3.4	3.4	2.5	2.5	2.5	6.6
"Sexe - Total"	"……Rodersdorf"	40.7	36.0	30.3	29.3	32.1	30.2	31.1	33.0	31.6	28.9	29.2	27.5	20.5	19.6	20.1	19.5	19.5	17.8	16.6
"Sexe - Total"	"……Seewen"	4.7	3.8	3.8	3.8	4.7	4.7	3.8	2.8	2.7	1.7	1.7	1.7	0.9	0.9	1.7	0.8	2.5	14.4	13.3
"Sexe - Total"	"……Witterswil"	36.0	20.8	41.6	17.0	19.8	18.9	18.9	19.8	52.4	51.0	50.6	52.5	60.7	58.0	55.3	67.0	69.7	67.7	80.6
"Sexe - Total"	"……Hauenstein-Ifenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kienberg"	0.9	0.9	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.8
"Sexe - Total"	"……Lostorf"	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	1.7	1.7	1.7	1.7	2.6	1.7	1.7	1.7	1.7	3.3
"Sexe - Total"	"……Niedergösgen"	1.9	0.9	0.9	0.9	0.9	0.9	0.9	0.9	1.8	1.7	1.7	0.9	1.7	1.7	2.5	3.4	5.1	9.3	8.3
"Sexe - Total"	"……Obergösgen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rohr (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Stüsslingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8
"Sexe - Total"	"……Trimbach"	0.0	0.9	1.9	0.9	0.0	0.0	0.9	0.9	0.9	1.7	1.7	1.7	1.7	2.6	5.9	8.5	5.9	7.6	6.6
"Sexe - Total"	"……Winznau"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	0.0	0.0	0.0
"Sexe - Total"	"……Wisen (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8
"Sexe - Total"	"……Erlinsbach (SO)"	0.0	0.9	0.9	0.9	2.8	2.8	2.8	2.8	0.9	0.9	0.9	0.9	1.7	1.7	0.8	2.5	4.2	4.2	4.2
"Sexe - Total"	"……Aeschi (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Biberist"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	4.3	4.3	5.2	5.1	4.3	3.4	3.4	3.4	3.4	3.3
"Sexe - Total"	"……Bolken"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Deitingen"	0.0	0.0	0.9	1.9	1.9	0.9	0.9	0.9	0.9	0.9	0.9	4.3	5.1	4.3	5.0	5.1	2.5	2.5	2.5
"Sexe - Total"	"……Derendingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.7	2.6	0.9	2.6	2.6	2.6	2.5	2.5	2.5	2.5	3.3
"Sexe - Total"	"……Etziken"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	5.1	5.8
"Sexe - Total"	"……Gerlafingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	2.6	1.7	2.6	3.4	3.4	4.2	5.9	6.8	5.8
"Sexe - Total"	"……Halten"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Horriwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Hüniken"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kriegstetten"	0.0	0.0	0.0	0.0	0.0	1.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Lohn-Ammannsegg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	1.7	1.7	1.7	1.7	1.7
"Sexe - Total"	"……Luterbach"	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.9	0.8	3.4	5.1	7.6	8.3
"Sexe - Total"	"……Obergerlafingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	2.5	1.7	5.1	4.2	3.3
"Sexe - Total"	"……Oekingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Recherswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Subingen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8	2.5	1.7
"Sexe - Total"	"……Zuchwil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.6	2.6	2.6	5.1	5.9	4.2	25.5	23.7	26.6
"Sexe - Total"	"……Drei Höfe"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Balm bei Günsberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Bellach"	0.0	0.0	0.0	0.0	0.0	1.9	4.7	3.8	2.7	2.6	2.6	3.4	5.1	6.0	6.7	6.8	7.6	7.6	9.1
"Sexe - Total"	"……Bettlach"	0.0	0.0	0.0	0.9	0.9	0.0	0.0	0.0	0.9	3.4	3.4	5.2	7.7	6.0	6.7	6.8	5.9	5.9	5.8
"Sexe - Total"	"……Feldbrunnen-St. Niklaus"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Flumenthal"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Grenchen"	4.7	3.8	2.8	3.8	2.8	2.8	6.6	8.5	8.1	10.2	14.6	16.3	23.9	23.0	27.7	28.8	41.6	53.3	59.8
"Sexe - Total"	"……Günsberg"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Hubersdorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Kammersrohr"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Langendorf"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.7	1.7	1.7	1.7	0.8	0.8	1.7
"Sexe - Total"	"……Lommiswil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.8
"Sexe - Total"	"……Oberdorf (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	1.7	3.4	3.4	3.4	4.2	5.9	5.1	4.2
"Sexe - Total"	"……Riedholz"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.7	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Rüttenen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Selzach"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.8	1.8	1.7	6.0	6.0	8.5	6.8	7.5	9.3	8.5	10.2	8.3
"Sexe - Total"	"……Boningen"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.8
"Sexe - Total"	"……Däniken"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.9	3.6	6.0	5.1	8.6	15.4	16.2	19.3	22.9	34.0	25.4	29.1
"Sexe - Total"	"……Dulliken"	0.0	0.0	0.9	0.9	1.9	1.9	1.9	1.9	3.6	32.3	32.6	29.2	26.5	23.9	3.4	1.7	3.4	4.2	9.1
"Sexe - Total"	"……Eppenberg-Wöschnau"	0.0	0.0	0.0	0.0	0.0	0.9	0.9	0.9	0.9	0.9	0.9	1.7	0.9	0.9	0.8	0.0	0.0	0.0	0.0
"Sexe - Total"	"……Fulenbach"	0.0	0.0	0.0	0.0	0.9	0.9	0.9	1.9	1.8	1.7	1.7	1.7	6.8	7.7	8.4	12.7	14.4	15.2	15.8
"Sexe - Total"	"……Gretzenbach"	0.0	0.0	0.0	0.0	0.0	0.0	0.9	2.8	2.7	2.6	4.3	6.0	4.3	4.3	5.0	5.9	5.1	5.1	5.8
"Sexe - Total"	"……Gunzgen"	4.7	3.8	2.8	3.8	2.8	2.8	1.9	3.8	2.7	2.6	2.6	3.4	5.1	5.1	9.2	7.6	11.9	15.2	15.0
"Sexe - Total"	"……Hägendorf"	6.6	7.6	10.4	12.3	14.2	17.0	16.0	17.0	19.9	27.2	31.7	40.4	38.5	46.1	48.6	56.8	45.0	66.9	78.1
"Sexe - Total"	"……Kappel (SO)"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.8	2.6	0.9	0.0	0.9	0.0	0.8	0.0	0.8	1.7	3.3
"Sexe - Total"	"……Olten"	4.7	5.7	16.1	16.1	11.3	12.3	17.9	23.6	29.8	29.8	33.4	48.2	47.9	58.9	71.3	91.6	105.4	115.1	159.5
"Sexe - Total"	"……Rickenbach (SO)"	2.8	3.8	4.7	6.6	8.5	12.3	14.1	15.1	16.3	15.3	18.0	18.9	17.1	17.1	20.1	20.4	18.7	19.5	17.4
"Sexe - Total"	"……Schönenwerd"	3.8	4.7	2.8	1.9	0.9	0.9	4.7	5.7	5.4	8.5	9.4	9.5	10.3	11.9	12.6	39.0	48.4	46.6	50.7
"Sexe - Total"	"……Starrkirch-Wil"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8
